stable_id,voice_id,unit_name_ru,event,text_ru,source_status,word_count,character_count,recommended_filename
SU_SvyatogorCruiser,SU_SvyatogorCruiser,Ракетный крейсер РКР-44 «Святогор»,Idle,Море большое. Дальность больше.,canonical,4,31,VO_RU_SU_SvyatogorCruiser_Idle_01.wav
SU_SvyatogorCruiser,SU_SvyatogorCruiser,Ракетный крейсер РКР-44 «Святогор»,Death,Погреба… детонируют…,canonical,2,20,VO_RU_SU_SvyatogorCruiser_Death_01.wav
SU_Hero_Morozova,SU_Hero_Morozova,Майор Елена Морозова,Selected,Майор Морозова. Докладывайте.,canonical,3,29,VO_RU_SU_Hero_Morozova_Selected_01.wav
SU_Hero_Morozova,SU_Hero_Morozova,Майор Елена Морозова,Move,Я буду на передовой.,canonical,4,20,VO_RU_SU_Hero_Morozova_Move_01.wav
SU_Hero_Morozova,SU_Hero_Morozova,Майор Елена Морозова,Attack,Этот участок фронта закрываем сейчас.,canonical,5,37,VO_RU_SU_Hero_Morozova_Attack_01.wav
SU_Hero_Morozova,SU_Hero_Morozova,Майор Елена Морозова,Ability,Подавить их связь и движение.,canonical,5,29,VO_RU_SU_Hero_Morozova_Ability_01.wav
SU_Hero_Morozova,SU_Hero_Morozova,Майор Елена Морозова,Damaged,Царапина. Приказ не меняется.,canonical,4,29,VO_RU_SU_Hero_Morozova_Damaged_01.wav
SU_Hero_Morozova,SU_Hero_Morozova,Майор Елена Морозова,Elite,Сегодня фронт движется вместе со мной.,canonical,6,38,VO_RU_SU_Hero_Morozova_Elite_01.wav
SU_Hero_Morozova,SU_Hero_Morozova,Майор Елена Морозова,Idle,Генералы любят карты. Я предпочитаю местность.,canonical,6,46,VO_RU_SU_Hero_Morozova_Idle_01.wav
SU_Hero_Morozova,SU_Hero_Morozova,Майор Елена Морозова,Death,Продолжайте… наступление…,canonical,2,25,VO_RU_SU_Hero_Morozova_Death_01.wav
